Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct
SF11709,Madhya Pradesh,Rajkot,Wheat,Rabi,1.22,585.1,24.1,57.2,7.1,5.39,22.5,137.1,83.5,120.2,Sprinkler,148.1,4.86,0.82,0.52,0.63,22371,85319,14094,-71225,698,0.903,56.6
SF11710,Madhya Pradesh,Nalgonda,Rice,Kharif,12.43,1008.1,32.1,66.4,5.6,6.64,28.1,93.7,59.0,78.8,Drip,205.4,4.04,0.83,3.42,42.51,20719,834823,880765,45942,13733,3.095,52.0
SF11711,Tamil Nadu,Ludhiana,Pulses,Kharif,10.72,842.5,23.1,78.4,7.6,6.12,29.9,65.1,45.2,126.6,Sprinkler,190.7,6.12,0.82,0.95,10.18,69978,894889,712376,-182513,4098,2.484,44.4
SF11712,Tamil Nadu,Raichur,Pulses,Kharif,6.01,778.5,25.1,62.5,4.1,6.49,34.5,134.3,58.6,91.9,Rainfed,185.5,3.11,1.0,1.51,9.08,64699,408237,587467,179230,1284,7.072,57.8
SF11713,Telangana,Erode,Sugarcane,Rabi,14.66,253.1,26.8,50.0,8.8,7.26,27.4,95.7,72.0,118.1,Rainfed,190.2,1.7,0.98,34.78,509.87,3579,808095,1824825,1016730,14661,34.777,39.7
SF11714,Gujarat,Rajkot,Cotton,Rabi,13.13,187.1,22.9,54.1,8.7,6.45,29.3,96.1,33.7,128.5,Flood,218.3,7.19,0.87,1.03,13.52,52201,1088504,705758,-382746,12377,1.092,31.9
SF11715,Punjab,Warangal,Wheat,Kharif,5.55,1117.3,30.4,74.2,6.3,6.71,29.9,120.6,38.2,98.6,Rainfed,331.3,5.7,0.85,2.3,12.76,24846,459378,317035,-142343,1725,7.397,58.3
SF11716,Gujarat,Indore,Sugarcane,Kharif,6.32,689.0,29.6,68.2,5.9,6.68,30.5,125.9,71.8,103.9,Drip,171.0,0.5,0.75,101.44,641.1,3077,364374,1972665,1608291,11781,54.418,60.1
SF11717,Gujarat,Nashik,Wheat,Rabi,4.41,208.4,27.9,61.6,8.6,7.51,25.1,149.5,49.6,46.1,Flood,214.0,4.27,0.9,0.97,4.28,22746,340731,97353,-243378,2945,1.453,42.0
SF11718,Gujarat,Ludhiana,Rice,Zaid,0.85,388.1,29.0,54.6,8.7,6.57,15.3,120.2,62.5,128.1,Sprinkler,286.7,5.99,1.0,2.85,2.42,22581,66219,54646,-11573,1294,1.87,41.0
SF11719,Karnataka,Nalgonda,Rice,Rabi,14.42,450.9,23.6,72.4,7.7,6.82,31.6,114.1,70.4,140.5,Sprinkler,204.6,6.71,0.65,3.91,56.38,25392,952561,1431601,479040,21350,2.641,53.5
SF11720,Punjab,Ludhiana,Pulses,Kharif,9.51,623.9,26.4,84.7,7.4,6.27,34.3,91.7,55.2,94.8,Drip,175.5,3.77,0.93,1.17,11.13,56008,472580,623369,150789,3527,3.156,61.9
SF11721,Madhya Pradesh,Rajkot,Rice,Rabi,5.38,509.7,19.9,38.6,7.2,5.57,14.0,98.6,55.3,55.7,Flood,178.4,3.24,0.65,0.49,2.64,23322,348779,61570,-287209,9528,0.277,17.2
SF11722,Telangana,Erode,Pulses,Rabi,10.52,99.1,21.9,52.1,8.9,5.49,22.9,139.1,71.9,118.1,Flood,139.5,3.74,0.88,0.3,3.16,65722,535978,207682,-328296,4789,0.66,47.8
SF11723,Maharashtra,Nalgonda,Groundnut,Rabi,7.01,499.4,22.1,60.0,7.7,7.19,24.6,104.7,64.1,93.0,Flood,312.6,3.44,0.95,1.29,9.04,57788,568807,522404,-46403,5477,1.651,51.0
SF11724,Maharashtra,Nashik,Sugarcane,Kharif,13.62,552.2,28.6,61.0,8.1,5.76,25.0,132.1,42.2,85.6,Sprinkler,116.9,5.87,0.85,26.4,359.57,3341,932036,1201323,269287,21437,16.773,52.0
SF11725,Andhra Pradesh,Rajkot,Rice,Kharif,12.14,994.5,24.6,63.5,7.2,7.77,39.2,112.7,63.2,134.3,Flood,286.5,3.23,0.82,0.95,11.53,23311,842078,268776,-573302,21359,0.54,72.4
SF11726,Telangana,Warangal,Pulses,Rabi,13.42,683.7,23.2,55.0,4.1,6.44,25.9,135.4,77.5,148.1,Rainfed,182.2,6.77,0.87,1.52,20.4,74239,662530,1514476,851946,2805,7.273,51.4
SF11727,Punjab,Krishna,Maize,Kharif,10.31,852.4,22.7,80.2,4.8,6.97,35.0,159.6,57.8,107.1,Rainfed,214.5,6.66,0.77,3.93,40.52,18412,686760,746054,59294,3185,12.722,45.6
SF11728,Madhya Pradesh,Rajkot,Chilli,Kharif,5.88,888.8,25.8,68.7,6.5,7.29,30.1,125.0,31.7,80.3,Drip,200.6,5.71,0.98,2.4,14.11,124599,412314,1758092,1345778,3154,4.474,51.9
SF11729,Gujarat,Ludhiana,Maize,Rabi,7.95,264.3,26.6,54.9,7.4,7.85,31.7,155.3,69.8,116.6,Drip,218.3,8.01,0.82,0.87,6.92,17059,545383,118048,-427335,3863,1.791,29.8
SF11730,Punjab,Krishna,Wheat,Zaid,3.8,236.3,35.4,35.2,7.9,5.67,14.8,163.5,85.0,96.8,Drip,180.1,9.02,0.93,0.58,2.2,25027,243974,55059,-188915,1896,1.16,22.3
SF11731,Karnataka,Nalgonda,Sugarcane,Rabi,6.28,127.7,23.7,60.3,8.2,6.55,23.1,128.1,80.9,114.7,Rainfed,236.9,5.59,0.66,44.48,279.33,3761,403898,1050560,646662,6079,45.95,35.4
SF11732,Andhra Pradesh,Krishna,Groundnut,Kharif,3.04,993.8,31.5,79.1,5.9,7.47,18.2,137.9,60.9,119.4,Flood,40.1,5.01,0.97,1.01,3.07,55783,174834,171254,-3580,1784,1.721,62.4
SF11733,Tamil Nadu,Nashik,Chilli,Rabi,6.46,383.0,22.2,51.6,6.9,6.33,23.9,91.6,53.7,80.7,Sprinkler,171.8,6.32,0.92,1.93,12.47,103594,458157,1291817,833660,3709,3.362,29.2
SF11734,Andhra Pradesh,Nashik,Sugarcane,Kharif,6.22,560.7,30.5,84.7,7.4,7.05,36.4,91.6,52.2,102.2,Rainfed,204.3,4.23,0.67,50.8,315.98,3112,444267,983330,539063,5797,54.508,59.6
SF11735,Tamil Nadu,Rajkot,Wheat,Kharif,7.22,1003.3,28.2,72.5,7.2,5.82,32.5,167.8,50.0,112.8,Flood,131.0,4.93,0.7,1.17,8.45,20693,377997,174856,-203141,4928,1.715,61.8
SF11736,Gujarat,Guntur,Rice,Rabi,12.42,468.0,25.3,70.4,6.3,7.19,22.7,137.9,48.1,49.9,Flood,134.5,5.15,0.76,2.32,28.81,23388,759887,673808,-86079,23569,1.222,32.7
SF11737,Andhra Pradesh,Krishna,Rice,Kharif,3.25,1066.6,27.1,94.3,6.7,5.29,28.3,149.1,66.7,128.5,Drip,257.6,6.34,0.86,0.36,1.17,23946,240158,28017,-212141,3976,0.294,66.7
SF11738,Gujarat,Nalgonda,Groundnut,Rabi,8.79,456.2,19.7,61.2,6.5,5.56,26.3,126.4,52.3,76.8,Flood,174.9,8.93,0.77,0.33,2.9,52760,548150,153004,-395146,5007,0.579,25.3
SF11739,Telangana,Indore,Chilli,Kharif,9.89,1053.2,27.9,82.4,6.8,6.56,30.0,136.6,47.3,95.1,Drip,85.3,1.97,0.88,2.77,27.4,91827,614229,2516060,1901831,5801,4.723,67.4
SF11740,Andhra Pradesh,Raichur,Chilli,Kharif,8.05,585.4,25.5,71.4,7.5,6.36,32.5,54.4,39.4,123.2,Flood,109.9,6.58,0.97,2.18,17.55,101917,533839,1788643,1254804,6894,2.546,47.4
SF11741,Maharashtra,Nalgonda,Rice,Kharif,5.91,769.8,26.7,65.0,6.8,7.25,33.9,129.7,41.8,150.4,Rainfed,132.6,3.44,0.89,3.46,20.45,19326,304198,395217,91019,5718,3.576,57.1
SF11742,Tamil Nadu,Indore,Wheat,Rabi,4.33,517.8,25.8,53.5,8.4,6.87,22.6,101.2,50.9,112.4,Rainfed,196.4,2.67,0.96,2.64,11.43,24299,290504,277738,-12766,1274,8.972,41.3
SF11743,Telangana,Guntur,Rice,Kharif,1.93,912.6,25.6,63.1,6.4,5.93,35.0,147.2,37.4,113.8,Sprinkler,164.6,4.0,0.75,2.33,4.5,23848,147617,107316,-40301,3017,1.492,40.1
SF11744,Tamil Nadu,Raichur,Pulses,Zaid,3.03,192.5,30.0,53.7,9.1,7.16,28.9,150.0,48.0,103.8,Sprinkler,117.9,8.06,0.87,0.86,2.61,75127,178661,196081,17420,1083,2.41,25.8
SF11745,Andhra Pradesh,Rajkot,Groundnut,Zaid,4.73,253.5,33.7,40.1,6.8,6.79,24.6,166.7,58.9,97.8,Flood,184.3,1.67,0.86,1.4,6.62,43672,292272,289109,-3163,3024,2.189,43.6
SF11746,Andhra Pradesh,Ludhiana,Maize,Zaid,12.91,212.1,30.1,49.1,8.4,7.11,24.0,150.7,40.4,101.5,Drip,150.9,5.91,0.78,2.83,36.54,20703,812013,756488,-55525,5956,6.135,37.0
SF11747,Madhya Pradesh,Ludhiana,Sugarcane,Kharif,4.75,741.1,26.7,59.8,7.0,7.09,27.6,101.5,45.1,124.5,Rainfed,201.8,7.19,0.8,59.05,280.49,3312,294912,928983,634071,3601,77.892,54.8
SF11748,Madhya Pradesh,Raichur,Wheat,Rabi,9.28,559.5,18.0,49.6,7.8,6.25,21.3,188.8,78.2,103.2,Rainfed,257.3,6.69,0.89,2.07,19.21,20218,650242,388388,-261854,2863,6.71,21.4
SF11749,Punjab,Nalgonda,Sugarcane,Rabi,9.61,157.1,21.8,65.2,7.5,6.71,20.9,148.8,68.2,93.5,Flood,154.6,6.21,0.9,46.96,451.29,3243,551843,1463533,911690,24478,18.437,21.7
SF11750,Karnataka,Nalgonda,Rice,Zaid,13.8,477.0,28.1,40.6,8.4,7.86,23.4,82.8,48.3,77.3,Flood,299.7,4.88,0.97,0.51,7.04,22978,963976,161765,-802211,23354,0.301,44.7
SF11751,Karnataka,Rajkot,Cotton,Zaid,6.62,273.3,33.9,45.8,7.0,6.21,24.3,142.7,92.7,108.4,Rainfed,290.4,4.08,0.84,0.64,4.24,68676,472649,291186,-181463,2459,1.724,28.2
SF11752,Karnataka,Erode,Rice,Rabi,9.38,359.7,23.8,46.7,7.8,8.31,23.9,151.0,57.9,113.2,Drip,280.7,5.71,0.99,0.3,2.81,22737,634846,63891,-570955,11590,0.242,36.9
SF11753,Karnataka,Nashik,Wheat,Kharif,12.04,1137.7,30.7,64.5,6.3,7.08,38.6,115.3,74.2,95.4,Flood,183.9,2.98,0.95,1.9,22.88,25535,888555,584241,-304314,9536,2.399,71.6
SF11754,Karnataka,Erode,Cotton,Kharif,10.06,568.2,26.5,68.8,6.6,6.75,35.6,127.2,39.8,112.0,Flood,140.6,2.2,0.88,1.86,18.71,70175,454507,1312974,858467,9314,2.009,53.2
SF11755,Gujarat,Erode,Pulses,Zaid,4.86,561.8,32.1,62.1,7.4,5.58,16.3,140.1,31.1,110.1,Rainfed,254.8,5.98,1.0,0.3,1.46,54096,352213,78980,-273233,1094,1.335,56.6
SF11756,Gujarat,Guntur,Rice,Kharif,11.23,,32.5,67.9,6.5,7.67,32.3,165.8,21.7,90.4,Rainfed,142.1,7.92,0.76,1.12,12.58,26125,649666,328652,-321014,9487,1.326,33.1
SF11757,Karnataka,Nashik,Rice,Rabi,12.28,260.4,19.8,49.5,6.0,6.02,25.5,152.6,68.5,124.7,Rainfed,232.6,8.97,0.81,1.14,14.0,22727,1005380,318178,-687202,9385,1.492,29.8
SF11758,Maharashtra,Krishna,Cotton,Rabi,7.72,489.3,20.6,42.9,6.4,6.24,24.0,165.8,48.3,72.3,Flood,145.2,4.86,1.0,1.36,10.5,86548,504676,908754,404078,6656,1.578,38.5
SF11759,Karnataka,Nashik,Cotton,Rabi,12.99,840.0,21.2,49.4,6.7,6.53,12.4,137.5,51.8,196.9,Drip,252.1,5.4,0.86,2.1,27.28,78333,983344,2136924,1153580,7905,3.451,40.8
SF11760,Maharashtra,Raichur,Maize,Zaid,1.85,203.0,30.9,52.3,8.5,6.25,22.9,116.0,61.3,136.0,Flood,257.0,5.54,0.85,2.18,4.03,23059,140841,92928,-47913,1481,2.721,29.9
SF11761,Telangana,Guntur,Maize,Kharif,14.79,862.2,26.3,82.8,8.2,7.82,31.5,180.3,56.7,102.6,Flood,101.2,4.98,0.67,0.99,14.64,23574,994452,345123,-649329,12670,1.155,49.3
SF11762,Telangana,Guntur,Maize,Rabi,5.19,466.8,24.7,48.7,9.3,7.1,24.5,113.6,44.8,132.5,Drip,153.7,2.56,0.96,3.67,19.05,20383,325294,388296,63002,2629,7.246,53.8
SF11763,Punjab,Nalgonda,Cotton,Rabi,10.46,556.9,19.4,46.7,7.3,6.12,12.2,110.3,22.6,137.3,Sprinkler,287.8,4.25,0.9,1.01,10.56,54636,820752,576956,-243796,7225,1.462,28.5
SF11764,Gujarat,Guntur,Cotton,Rabi,6.4,361.8,26.2,61.2,8.4,7.07,14.8,127.0,88.5,100.2,Flood,306.8,5.44,0.86,1.53,9.79,78705,518027,770522,252495,5735,1.707,47.8
SF11765,Punjab,Nalgonda,Rice,Kharif,1.85,749.7,28.4,71.9,7.9,8.08,28.5,76.6,89.5,107.9,Rainfed,221.0,2.03,0.69,0.34,0.63,23263,130753,14656,-116097,1508,0.418,44.1
SF11766,Madhya Pradesh,Rajkot,Wheat,Kharif,11.69,956.0,26.8,76.5,7.1,6.94,35.0,143.6,43.5,127.2,Flood,125.6,5.95,0.85,3.19,37.29,21842,772588,814488,41900,8685,4.294,52.2
SF11767,Punjab,Krishna,Maize,Kharif,9.56,722.9,29.3,69.9,7.4,6.74,37.9,138.6,52.6,150.7,Flood,55.7,5.83,0.75,5.81,55.54,20129,591755,1117965,526210,6885,8.067,49.0
SF11768,Andhra Pradesh,Indore,Cotton,Zaid,14.41,221.4,34.2,47.0,7.3,7.76,17.7,107.1,33.0,142.9,Drip,178.1,3.05,0.97,0.3,4.32,70927,995405,306405,-689000,9916,0.436,38.2
SF11769,Andhra Pradesh,Guntur,Maize,Zaid,12.36,525.7,33.1,50.0,7.1,5.52,19.6,162.5,64.4,155.6,Drip,159.9,1.41,0.82,0.68,8.4,22199,689540,186472,-503068,6330,1.327,57.7
SF11770,Karnataka,Ludhiana,Wheat,Kharif,8.74,1025.0,28.8,70.6,7.0,7.1,27.5,111.7,81.0,153.3,Sprinkler,124.8,6.39,0.7,2.31,20.19,19938,569442,402548,-166894,4539,4.448,66.3
SF11771,Gujarat,Nalgonda,Chilli,Rabi,3.32,363.9,23.6,70.1,8.4,5.2,31.4,131.9,36.7,80.1,Drip,126.4,3.91,0.68,0.3,1.0,96843,187584,96843,-90741,1607,0.622,49.4
SF11772,Gujarat,Warangal,Cotton,Rabi,1.59,480.3,24.6,39.2,7.9,6.2,28.1,136.3,31.1,99.5,Drip,182.8,4.95,0.78,1.56,2.48,66071,108392,163856,55464,1138,2.179,38.7
SF11773,Andhra Pradesh,Nashik,Chilli,Rabi,6.43,662.3,26.0,49.3,7.5,7.87,30.8,115.2,82.4,72.4,Rainfed,194.4,3.44,0.93,0.5,3.22,89133,409408,287008,-122400,2226,1.447,50.7
SF11774,Tamil Nadu,Ludhiana,Chilli,Rabi,4.23,650.7,22.7,44.1,7.4,6.47,27.4,104.5,42.3,146.8,Drip,262.8,4.95,0.9,2.88,12.18,106077,288984,1292018,1003034,2202,5.531,48.4
SF11775,Tamil Nadu,Guntur,Pulses,Kharif,5.12,771.5,34.0,69.7,6.4,7.98,33.9,170.6,67.5,97.4,Flood,209.0,6.0,0.82,0.3,1.54,96590,374195,148749,-225446,2602,0.592,48.1
SF11776,Telangana,Indore,Sugarcane,Kharif,9.76,1009.5,28.7,69.1,6.2,7.09,31.6,95.9,70.8,65.0,Drip,305.7,4.26,0.77,56.17,548.22,3887,707549,2130931,1423382,15700,34.918,45.3
SF11777,Gujarat,Ludhiana,Wheat,Kharif,12.51,710.1,27.5,67.1,6.1,6.0,25.2,94.5,43.3,127.2,Flood,102.7,4.94,0.98,2.41,30.15,23918,784297,721128,-63169,8163,3.693,47.7
SF11778,Maharashtra,Rajkot,Rice,Rabi,4.98,168.3,18.9,60.0,9.4,7.94,24.0,74.0,39.8,105.1,Flood,202.4,5.04,0.89,0.32,1.59,23448,347808,37282,-310526,9333,0.17,28.6
SF11779,Telangana,Indore,Cotton,Kharif,5.8,1054.6,34.9,83.8,6.5,7.01,38.0,59.2,39.2,83.2,Sprinkler,117.0,5.27,0.76,1.4,8.12,73565,323241,597348,274107,4850,1.674,68.8
SF11780,Maharashtra,Warangal,Sugarcane,Rabi,8.33,374.5,23.2,47.0,6.2,6.54,29.3,132.8,56.9,105.4,Drip,224.5,4.22,0.7,55.17,459.57,4026,575397,1850229,1274832,13001,35.349,32.2
SF11781,Gujarat,Raichur,Chilli,Rabi,7.09,395.1,21.3,63.2,7.7,6.57,23.4,104.2,71.0,65.4,Flood,133.6,1.55,0.89,2.09,14.82,91633,454833,1358001,903168,6164,2.404,47.2
SF11782,Telangana,Raichur,Wheat,Rabi,11.94,414.4,25.5,81.3,6.5,6.72,30.7,163.9,39.8,75.7,Flood,197.7,5.42,0.83,2.67,31.88,20400,769179,650352,-118827,9026,3.532,52.8
SF11783,Telangana,Ludhiana,Groundnut,Zaid,7.58,465.8,29.4,55.9,8.5,6.12,8.0,82.1,45.1,124.1,Flood,253.5,3.37,0.94,1.05,7.96,51445,508029,409502,-98527,4241,1.877,50.7
SF11784,Andhra Pradesh,Nalgonda,Rice,Kharif,13.87,886.0,25.9,66.8,7.6,6.45,24.0,121.8,77.4,65.3,Flood,178.2,5.12,0.81,4.2,58.25,16940,700751,986755,286004,24058,2.421,57.0
SF11785,Tamil Nadu,Nashik,Groundnut,Kharif,3.46,313.2,30.0,75.5,6.8,7.02,23.5,144.5,71.1,90.7,Sprinkler,146.2,2.91,0.89,1.43,4.95,46833,210522,231823,21301,1644,3.011,62.2
SF11786,Karnataka,Warangal,Maize,Rabi,6.47,182.6,27.8,51.8,7.7,7.06,20.5,132.4,45.5,34.4,Rainfed,94.3,6.02,0.86,2.12,13.72,14462,365994,198419,-167575,1853,7.404,26.5
SF11787,Telangana,Rajkot,Maize,Rabi,3.14,80.0,28.2,56.2,8.6,7.26,21.1,154.6,52.7,46.8,Flood,193.1,6.65,0.82,1.98,6.22,21988,217275,136765,-80510,2101,2.96,32.9
SF11788,Maharashtra,Krishna,Rice,Rabi,1.32,86.5,22.4,59.2,8.7,6.79,24.0,91.4,67.1,73.8,Flood,128.2,5.47,0.86,2.03,2.68,22892,91481,61351,-30130,2024,1.324,40.3
SF11789,Andhra Pradesh,Rajkot,Chilli,Kharif,7.7,728.5,33.0,74.9,6.9,8.38,37.7,149.1,51.6,150.6,Drip,310.7,4.44,0.97,0.3,2.31,98503,559500,227542,-331958,3492,0.662,52.7
SF11790,Andhra Pradesh,Raichur,Cotton,Kharif,0.79,1058.2,26.7,60.9,7.5,6.57,31.3,138.8,15.0,57.0,Sprinkler,198.4,7.61,0.78,1.7,1.34,82716,55125,110839,55714,517,2.592,56.3
SF11791,Tamil Nadu,Nashik,Maize,Kharif,1.37,954.5,22.9,63.0,7.1,6.99,35.9,152.6,65.8,123.5,Sprinkler,215.1,3.38,0.68,4.3,5.89,19789,91147,116557,25410,796,7.399,53.8
SF11792,Andhra Pradesh,Indore,Wheat,Rabi,8.76,259.1,24.2,50.3,7.0,5.99,29.2,108.7,85.3,143.9,Flood,205.6,5.55,0.95,1.34,11.74,28747,571984,337490,-234494,5686,2.065,28.0
SF11793,Karnataka,Ludhiana,Chilli,Kharif,14.43,1163.8,27.8,82.9,8.4,6.67,31.6,144.0,55.1,70.3,Flood,270.9,2.04,0.89,2.08,30.01,104534,1000485,3137065,2136580,11614,2.584,76.9
SF11794,Telangana,Indore,Cotton,Zaid,5.27,157.7,32.3,54.6,6.6,7.11,19.0,131.2,46.4,73.1,Flood,264.9,2.37,0.68,0.87,4.58,65217,391790,298694,-93096,4825,0.949,55.0
SF11795,Gujarat,Nalgonda,Cotton,Kharif,13.86,608.5,30.4,69.5,5.9,6.66,23.8,107.5,59.6,47.1,Drip,131.3,0.8,0.77,2.09,28.97,55260,777753,1600882,823129,8869,3.266,58.5
SF11796,Karnataka,Krishna,Cotton,Zaid,6.9,269.1,31.6,38.2,8.1,7.35,30.9,69.7,67.5,100.4,Rainfed,192.8,5.8,0.73,0.64,4.42,80141,410519,354223,-56296,2866,1.542,30.3
SF11797,Maharashtra,Nashik,Groundnut,Kharif,5.98,1319.6,25.9,70.1,4.4,8.37,28.7,112.7,73.5,109.4,Flood,94.0,4.86,0.82,0.3,1.79,56821,310065,101710,-208355,4662,0.384,55.3
SF11798,Telangana,Nashik,Cotton,Kharif,12.96,906.1,25.2,62.8,6.8,6.24,37.2,128.3,60.3,58.2,Drip,220.6,5.49,0.68,1.32,17.11,70116,895809,1199685,303876,8356,2.048,59.1
SF11799,Madhya Pradesh,Krishna,Rice,Rabi,2.31,596.9,22.6,76.9,5.8,6.91,14.9,97.4,67.6,86.1,Drip,121.3,2.19,0.97,4.17,9.63,23556,143765,226844,83079,3000,3.21,58.2
SF11800,Karnataka,Erode,Cotton,Kharif,11.02,954.9,29.7,66.6,6.3,6.73,31.0,105.1,67.5,101.5,Rainfed,279.0,6.18,0.84,1.84,20.28,67187,854696,1362552,507856,3960,5.121,50.0
SF11801,Tamil Nadu,Erode,Cotton,Kharif,6.69,1125.9,30.4,76.8,8.3,6.95,33.0,76.2,45.2,118.9,Rainfed,185.5,4.18,0.72,1.14,7.63,69650,426321,531430,105109,2839,2.688,60.1
SF11802,Gujarat,Indore,Pulses,Kharif,5.84,477.5,30.6,63.2,6.4,5.44,23.6,71.3,58.0,136.9,Drip,160.3,3.16,0.8,0.3,1.75,71006,377889,124260,-253629,1882,0.93,47.3
SF11803,Telangana,Indore,Sugarcane,Kharif,7.38,903.8,33.5,86.7,6.0,7.01,35.1,132.1,63.0,84.7,Rainfed,250.9,7.5,0.78,45.17,333.35,3650,456033,1216728,760695,8656,38.511,49.6
SF11804,Telangana,Nalgonda,Wheat,Kharif,2.08,941.3,30.8,60.1,5.1,6.94,30.6,171.9,55.5,83.7,Drip,176.4,4.81,0.84,3.57,7.43,26430,128965,196375,67410,1149,6.466,52.8
SF11805,Andhra Pradesh,Indore,Wheat,Zaid,12.75,254.0,30.5,50.9,8.4,7.88,18.5,106.9,52.0,117.1,Sprinkler,178.7,6.64,0.88,0.4,5.1,23902,727452,121900,-605552,6395,0.797,23.1
SF11806,Tamil Nadu,Guntur,Chilli,Kharif,13.67,899.9,36.8,64.6,6.1,5.86,30.4,122.0,60.4,112.3,Flood,155.7,7.12,0.87,0.7,9.57,93053,1107177,890517,-216660,11563,0.828,51.1
SF11807,Andhra Pradesh,Krishna,Maize,Zaid,7.97,99.2,28.0,56.5,9.1,6.52,21.4,136.6,35.5,73.3,Rainfed,218.8,6.98,0.86,2.01,16.02,22984,642758,368204,-274554,2183,7.339,19.1
SF11808,Tamil Nadu,Nalgonda,Groundnut,Kharif,6.12,850.5,30.4,64.9,6.6,8.17,21.2,83.4,41.9,93.1,Sprinkler,193.3,4.97,0.65,0.3,1.84,57858,428657,106459,-322198,2883,0.638,62.2
SF11809,Karnataka,Nalgonda,Sugarcane,Zaid,7.22,393.2,31.3,59.3,8.8,6.5,22.3,191.3,76.5,112.7,Sprinkler,236.0,1.75,0.72,57.04,411.83,3927,474477,1617256,1142779,11744,35.067,56.5
SF11810,Punjab,Nashik,Rice,Kharif,3.43,675.5,29.9,70.9,6.2,6.81,36.3,98.4,63.6,93.1,Rainfed,46.0,3.25,0.85,3.61,12.38,19611,154852,242784,87932,2836,4.365,66.3
SF11811,Karnataka,Ludhiana,Maize,Zaid,9.18,412.7,33.8,59.5,7.9,6.57,19.9,95.4,51.1,98.6,Rainfed,174.4,9.39,1.0,2.28,20.93,20054,660706,419730,-240976,2913,7.185,32.6
SF11812,Telangana,Ludhiana,Sugarcane,Kharif,5.59,1090.3,29.0,72.8,8.4,6.02,37.5,155.8,54.9,108.8,Rainfed,223.5,7.41,0.69,29.43,164.51,3223,438360,530216,91856,5950,27.649,49.8
SF11813,Tamil Nadu,Raichur,Pulses,Rabi,12.1,633.7,21.3,60.9,8.2,7.0,19.0,138.9,81.3,79.2,Sprinkler,152.8,6.95,0.79,1.26,15.25,75814,722852,1156164,433312,4687,3.254,31.6
SF11814,Madhya Pradesh,Warangal,Rice,Kharif,10.89,540.0,30.7,76.0,9.5,7.07,35.6,157.5,110.8,98.1,Rainfed,289.0,3.34,0.66,3.02,32.89,19623,804188,645400,-158788,9161,3.59,40.6
SF11815,Karnataka,Nashik,Rice,Kharif,9.97,789.0,24.6,72.2,5.9,7.05,29.7,72.3,87.4,89.1,Drip,229.8,3.12,0.78,3.35,33.4,22160,819414,740144,-79270,11623,2.874,69.2
SF11816,Madhya Pradesh,Nalgonda,Pulses,Rabi,0.91,417.5,21.5,53.6,7.3,5.86,29.1,153.5,53.1,84.1,Flood,192.3,4.8,0.69,0.39,0.35,79127,61651,27694,-33957,456,0.768,45.7
SF11817,Andhra Pradesh,Raichur,Chilli,Zaid,10.47,260.0,31.6,37.9,8.7,5.75,22.6,44.6,43.1,90.2,Drip,215.4,7.31,0.95,0.49,5.13,88628,752035,454662,-297373,5127,1.001,33.9
SF11818,Tamil Nadu,Nashik,Chilli,Kharif,0.7,1025.5,23.2,69.0,6.9,7.31,34.2,181.9,59.7,150.4,Rainfed,276.9,6.74,0.8,1.32,0.92,93063,46277,85618,39341,235,3.915,42.5
SF11819,Punjab,Nashik,Rice,Kharif,11.09,1148.4,26.7,69.3,8.6,7.01,35.1,78.6,35.0,30.0,Flood,182.0,2.61,0.83,2.35,26.06,20250,657211,527715,-129496,21180,1.23,73.7
SF11820,Karnataka,Raichur,Pulses,Rabi,6.3,250.6,22.6,56.9,8.5,7.32,25.6,79.1,57.1,52.2,Drip,112.0,4.6,0.97,0.59,3.72,71259,350280,265083,-85197,1836,2.026,41.5
SF11821,Gujarat,Ludhiana,Pulses,Kharif,6.7,1132.3,27.3,55.2,7.0,6.99,25.3,127.4,73.1,85.9,Drip,223.2,2.01,0.89,1.24,8.31,67826,525717,563634,37917,2192,3.791,61.5
SF11822,Gujarat,Raichur,Wheat,Rabi,7.62,209.0,23.1,70.4,8.1,6.8,28.8,105.0,66.9,136.3,Rainfed,201.9,6.09,0.85,1.8,13.72,21355,536908,292991,-243917,2186,6.276,36.9
SF11823,Maharashtra,Indore,Sugarcane,Kharif,11.42,726.0,31.1,75.4,7.1,6.44,34.6,131.2,39.7,67.9,Flood,222.2,2.63,0.81,70.82,808.76,3351,853338,2710155,1856817,28388,28.49,62.8
SF11824,Karnataka,Guntur,Chilli,Rabi,8.46,308.4,21.4,61.0,7.0,6.66,33.3,94.5,77.5,116.5,Flood,134.2,1.32,0.68,1.62,13.71,111870,504184,1533738,1029554,5986,2.29,40.0
SF11825,Telangana,Nalgonda,Wheat,Kharif,8.5,648.7,24.8,90.3,6.2,6.39,40.6,124.7,76.7,90.0,Flood,196.2,3.61,0.88,3.19,27.12,24084,538955,653158,114203,6075,4.464,65.2
